X,Y,OBJECTID,GEOID10,CTBG10,CT10,AreaSqMil,LABEL,FIP10,FIP10RV,CDP_NAME,CITYNAME,COMMNAME,ShapeSTAre,ShapeSTLen,to_int_GEO,GEOID_int,to_int_g_1,geo_id_str,nat_prop,DECENNIALS,DECENNIA_1,DECENNIA_2,DECENNIA_3,DECENNIA_4,Hub distan,Hub dist_1,Hub dist_2,Hub dist_3,Hub dist_4,Hub dist_5,Hub dist_6,Hub dist_7,Hub dist_8,Hub dist_9,Hub dist10,Hub dist11,Hub dist12,Hub dist13,Hub dist14,Hub dist15,Hub dist16,Hub dist17,Hub dist18,Hub dist19,Hub dist20,Hub dist21,Hub dist22,NUMEXITS,PB
-13155446.3085688,4037633.22893628,"128","060372017002","2017002","201700",0.1828000000,BG 2,"44000","44000",Los Angeles,Los Angeles,LA City - El Sereno,5095897.3739999998,14849.1670880000,,,"-2147483648","60372017002",1153.9020000000,"Block Group 2, Census Tract 2017, Los Angeles County, California","1516","507","1009",,"128","2017002","201700",0.1828000000,BG 2,"44000","44000",Los Angeles,Los Angeles,LA City - El Sereno,5095897.3739999998,14849.1670880000,,,"-2147483648","60372017002","Block Group 2, Census Tract 2017, Los Angeles County, California","1516","507","1009",,I- 10,0.7611489939,19.0000000000,1532.1870000000
-13154107.6290432,4033470.37367951,"589","060375305003","5305003","530500",0.0836000000,BG 3,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,2331838.8242000001,6453.0049372000,,,"-2147483648","60375305003",140.7670000000,"Block Group 3, Census Tract 5305, Los Angeles County, California","925","273","652",,"589","5305003","530500",0.0836000000,BG 3,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,2331838.8242000001,6453.0049372000,,,"-2147483648","60375305003","Block Group 3, Census Tract 5305, Los Angeles County, California","925","273","652",,State Rte 60,0.1521805293,16.0000000000,943.5320000000
-13150996.3778781,4031778.58264281,"1032","060375302023","5302023","530202",0.1973000000,BG 3,"48816","48816",Montebello,Montebello,City of Montebello,5500100.7598000001,14318.2521270000,,,"-2147483648","60375302023",1417.0980000000,"Block Group 3, Census Tract 5302.02, Los Angeles County, California","1116","323","793",,"1032","5302023","530202",0.1973000000,BG 3,"48816","48816",Montebello,Montebello,City of Montebello,5500100.7598000001,14318.2521270000,,,"-2147483648","60375302023","Block Group 3, Census Tract 5302.02, Los Angeles County, California","1116","323","793",,State Rte 60,1.2698012693,28.0000000000,1161.2890000000
-13154487.6247424,4037794.28520144,"1199","060372017001","2017001","201700",0.3808000000,BG 1,"44000","44000",Los Angeles,Los Angeles,LA City - El Sereno,10616013.9539999999,16413.7662530000,,,"-2147483648","60372017001",408.0440000000,"Block Group 1, Census Tract 2017, Los Angeles County, California","811","220","591",,"1199","2017001","201700",0.3808000000,BG 1,"44000","44000",Los Angeles,Los Angeles,LA City - El Sereno,10616013.9539999999,16413.7662530000,,,"-2147483648","60372017001","Block Group 1, Census Tract 2017, Los Angeles County, California","811","220","591",,I- 10,0.5031370480,26.0000000000,817.3350000000
-13156090.4035396,4031790.0234035,"2250","060375313013","5313013","531301",0.0500000000,BG 3,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,1393812.4687999999,4729.8756134000,,,"-2147483648","60375313013",297.9300000000,"Block Group 3, Census Tract 5313.01, Los Angeles County, California","1363","532","831",,"2250","5313013","531301",0.0500000000,BG 3,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,1393812.4687999999,4729.8756134000,,,"-2147483648","60375313013","Block Group 3, Census Tract 5313.01, Los Angeles County, California","1363","532","831",,I- 5,0.2185839319,6.0000000000,1325.6110000000
-13156477.1722988,4031780.28904885,"2251","060375313014","5313014","531301",0.0457000000,BG 4,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,1273966.6465000000,4531.6136977000,,,"-2147483648","60375313014",255.1910000000,"Block Group 4, Census Tract 5313.01, Los Angeles County, California","1168","449","719",,"2251","5313014","531301",0.0457000000,BG 4,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,1273966.6465000000,4531.6136977000,,,"-2147483648","60375313014","Block Group 4, Census Tract 5313.01, Los Angeles County, California","1168","449","719",,I- 5,0.2184855181,12.0000000000,1185.9410000000
-13156368.1330837,4031425.00400579,"2252","060375313022","5313022","531302",0.0702000000,BG 2,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,1958028.9639000001,9955.2432046000,,,"-2147483648","60375313022",37.4050000000,"Block Group 2, Census Tract 5313.02, Los Angeles County, California","647","235","412",,"2252","5313022","531302",0.0702000000,BG 2,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,1958028.9639000001,9955.2432046000,,,"-2147483648","60375313022","Block Group 2, Census Tract 5313.02, Los Angeles County, California","647","235","412",,I- 5,0.0578129904,21.0000000000,668.2280000000
-13156781.1315279,4032770.79447783,"2497","060375312012","5312012","531201",0.0943000000,BG 2,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,2630105.2705000001,8046.2283958000,,,"-2147483648","60375312012",544.8510000000,"Block Group 2, Census Tract 5312.01, Los Angeles County, California","2258","827","1431",,"2497","5312012","531201",0.0943000000,BG 2,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,2630105.2705000001,8046.2283958000,,,"-2147483648","60375312012","Block Group 2, Census Tract 5312.01, Los Angeles County, California","2258","827","1431",,Pomona Fwy,0.2412982409,20.0000000000,2324.8840000000
-13156813.2522891,4032252.55465132,"2498","060375312021","5312021","531202",0.0702000000,BG 1,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,1955800.1787000000,6122.8283745000,,,"-2147483648","60375312021",1041.1550000000,"Block Group 1, Census Tract 5312.02, Los Angeles County, California","1742","636","1106",,"2498","5312021","531202",0.0702000000,BG 1,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,1955800.1787000000,6122.8283745000,,,"-2147483648","60375312021","Block Group 1, Census Tract 5312.02, Los Angeles County, California","1742","636","1106",,I- 5,0.5976778305,15.0000000000,1775.8610000000
-13155251.8725135,4032776.24344351,"2501","060375315031","5315031","531503",0.3684000000,BG 1,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,10269992.6870000008,14014.5733860000,,,"-2147483648","60375315031",491.0220000000,"Block Group 1, Census Tract 5315.03, Los Angeles County, California","1598","538","1060",,"2501","5315031","531503",0.3684000000,BG 1,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,10269992.6870000008,14014.5733860000,,,"-2147483648","60375315031","Block Group 1, Census Tract 5315.03, Los Angeles County, California","1598","538","1060",,I- 710,0.3072727051,26.0000000000,1614.0560000000
-13154704.9751273,4032642.71837335,"2502","060375315032","5315032","531503",0.0806000000,BG 2,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,2247561.7919999999,8246.4955185000,,,"-2147483648","60375315032",132.3760000000,"Block Group 2, Census Tract 5315.03, Los Angeles County, California","1217","454","763",,"2502","5315032","531503",0.0806000000,BG 2,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,2247561.7919999999,8246.4955185000,,,"-2147483648","60375315032","Block Group 2, Census Tract 5315.03, Los Angeles County, California","1217","454","763",,Long Beach Fwy,0.1087721643,20.0000000000,1254.3320000000
-13154268.3999218,4032885.87876071,"2503","060375315041","5315041","531504",0.1137000000,BG 1,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,3170971.7450999999,7425.3607388000,,,"-2147483648","60375315041",829.0560000000,"Block Group 1, Census Tract 5315.04, Los Angeles County, California","2123","692","1431",,"2503","5315041","531504",0.1137000000,BG 1,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,3170971.7450999999,7425.3607388000,,,"-2147483648","60375315041","Block Group 1, Census Tract 5315.04, Los Angeles County, California","2123","692","1431",,Long Beach Fwy,0.3905115274,12.0000000000,2100.8120000000
-13154429.7383758,4032176.70801471,"2504","060375315042","5315042","531504",0.0804000000,BG 2,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,2240980.9424000001,6009.8333719000,,,"-2147483648","60375315042",664.5170000000,"Block Group 2, Census Tract 5315.04, Los Angeles County, California","1818","639","1179",,"2504","5315042","531504",0.0804000000,BG 2,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,2240980.9424000001,6009.8333719000,,,"-2147483648","60375315042","Block Group 2, Census Tract 5315.04, Los Angeles County, California","1818","639","1179",,Long Beach Fwy,0.3655207232,12.0000000000,1825.0670000000
-13151357.5875744,4030830.02199788,"2506","060375319012","5319012","531901",0.0685000000,BG 2,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,1909253.3603999999,6474.8463984000,,,"-2147483648","60375319012",2240.9680000000,"Block Group 2, Census Tract 5319.01, Los Angeles County, California","1381","460","921",,"2506","5319012","531901",0.0685000000,BG 2,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,1909253.3603999999,6474.8463984000,,,"-2147483648","60375319012","Block Group 2, Census Tract 5319.01, Los Angeles County, California","1381","460","921",,Santa Ana Fwy,1.6227139585,14.0000000000,1403.7900000000
-13151443.7161218,4030478.52420137,"2507","060375319013","5319013","531901",0.0984000000,BG 3,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,2742259.3193000001,7898.5469250000,,,"-2147483648","60375319013",2455.1210000000,"Block Group 3, Census Tract 5319.01, Los Angeles County, California","1767","570","1197",,"2507","5319013","531901",0.0984000000,BG 3,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,2742259.3193000001,7898.5469250000,,,"-2147483648","60375319013","Block Group 3, Census Tract 5319.01, Los Angeles County, California","1767","570","1197",,Santa Ana Fwy,1.3894289591,28.0000000000,1767.0000000000
-13154881.5104318,4031674.73922409,"2606","060375315022","5315022","531502",0.0603000000,BG 2,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,1681632.9990000001,5417.1015903000,,,"-2147483648","60375315022",62.5700000000,"Block Group 2, Census Tract 5315.02, Los Angeles County, California","622","227","395",,"2606","5315022","531502",0.0603000000,BG 2,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,1681632.9990000001,5417.1015903000,,,"-2147483648","60375315022","Block Group 2, Census Tract 5315.02, Los Angeles County, California","622","227","395",,Long Beach Fwy,0.1005954060,12.0000000000,628.9290000000
-13156483.8636719,4035317.08946272,"3164","060375308014","5308014","530801",0.0718000000,BG 4,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,2002157.1680000001,6331.0134559000,,,"-2147483648","60375308014",1051.9670000000,"Block Group 4, Census Tract 5308.01, Los Angeles County, California","1455","551","904",,"3164","5308014","530801",0.0718000000,BG 4,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,2002157.1680000001,6331.0134559000,,,"-2147483648","60375308014","Block Group 4, Census Tract 5308.01, Los Angeles County, California","1455","551","904",,San Bernardino Fwy,0.7230014412,18.0000000000,1494.4300000000
-13156181.7010584,4036756.47052752,"3165","060375307001","5307001","530700",0.4081000000,BG 1,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,11377320.5629999992,17884.9263050000,,,"-2147483648","60375307001",380.4970000000,"Block Group 1, Census Tract 5307, Los Angeles County, California","1975","655","1320",,"3165","5307001","530700",0.4081000000,BG 1,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,11377320.5629999992,17884.9263050000,,,"-2147483648","60375307001","Block Group 1, Census Tract 5307, Los Angeles County, California","1975","655","1320",,San Bernardino Fwy,0.1926568043,16.0000000000,1786.6720000000
-13155759.1925655,4034701.76326806,"3166","060375309022","5309022","530902",0.1213000000,BG 2,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,3380264.4101999998,11520.2076900000,,,"-2147483648","60375309022",2079.7710000000,"Block Group 2, Census Tract 5309.02, Los Angeles County, California","1849","593","1256",,"3166","5309022","530902",0.1213000000,BG 2,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,3380264.4101999998,11520.2076900000,,,"-2147483648","60375309022","Block Group 2, Census Tract 5309.02, Los Angeles County, California","1849","593","1256",,I- 10,1.1248087256,26.0000000000,1923.7300000000
-13154392.1752214,4034135.99606742,"3167","060375305004","5305004","530500",0.1241000000,BG 4,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,3460322.3955000001,11030.2169560000,,,"-2147483648","60375305004",232.3030000000,"Block Group 4, Census Tract 5305, Los Angeles County, California","997","326","671",,"3167","5305004","530500",0.1241000000,BG 4,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,3460322.3955000001,11030.2169560000,,,"-2147483648","60375305004","Block Group 4, Census Tract 5305, Los Angeles County, California","997","326","671",,I- 710,0.2330020566,32.0000000000,997.0000000000
-13153997.1039761,4033902.05329409,"3170","060375305002","5305002","530500",0.0661000000,BG 2,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,1842758.8319999999,7830.0956331000,,,"-2147483648","60375305002",131.1270000000,"Block Group 2, Census Tract 5305, Los Angeles County, California","710","210","500",,"3170","5305002","530500",0.0661000000,BG 2,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,1842758.8319999999,7830.0956331000,,,"-2147483648","60375305002","Block Group 2, Census Tract 5305, Los Angeles County, California","710","210","500",,State Rte 60,0.1846857995,12.0000000000,716.5260000000
-13152602.1344159,4032347.80609795,"3171","060375303023","5303023","530302",0.0534000000,BG 3,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,1487539.8075999999,5127.2514376000,,,"-2147483648","60375303023",1150.0830000000,"Block Group 3, Census Tract 5303.02, Los Angeles County, California","1256","388","868",,"3171","5303023","530302",0.0534000000,BG 3,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,1487539.8075999999,5127.2514376000,,,"-2147483648","60375303023","Block Group 3, Census Tract 5303.02, Los Angeles County, California","1256","388","868",,Pomona Fwy,0.9156713940,8.0000000000,1244.7230000000
-13153172.6476465,4032618.48595121,"3172","060375303012","5303012","530301",0.1022000000,BG 2,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,2849839.1123000002,7215.8739408000,,,"-2147483648","60375303012",905.5080000000,"Block Group 2, Census Tract 5303.01, Los Angeles County, California","1050","298","752",,"3172","5303012","530301",0.1022000000,BG 2,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,2849839.1123000002,7215.8739408000,,,"-2147483648","60375303012","Block Group 2, Census Tract 5303.01, Los Angeles County, California","1050","298","752",,State Rte 60,0.8623883294,12.0000000000,1044.4930000000
-13154009.0445868,4034498.53631292,"3721","060375305001","5305001","530500",0.0738000000,BG 1,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,2057162.2715000000,5749.6436271000,,,"-2147483648","60375305001",693.0850000000,"Block Group 1, Census Tract 5305, Los Angeles County, California","1368","447","921",,"3721","5305001","530500",0.0738000000,BG 1,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,2057162.2715000000,5749.6436271000,,,"-2147483648","60375305001","Block Group 1, Census Tract 5305, Los Angeles County, California","1368","447","921",,Long Beach Fwy,0.5066409277,10.0000000000,1359.9500000000
-13152814.5525489,4032876.05886213,"3865","060375303011","5303011","530301",0.1234000000,BG 1,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,3438980.4882999999,10726.6792500000,,,"-2147483648","60375303011",662.1110000000,"Block Group 1, Census Tract 5303.01, Los Angeles County, California","833","264","569",,"3865","5303011","530301",0.1234000000,BG 1,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,3438980.4882999999,10726.6792500000,,,"-2147483648","60375303011","Block Group 1, Census Tract 5303.01, Los Angeles County, California","833","264","569",,State Rte 60,0.7948507062,26.0000000000,866.6190000000
-13152284.9562535,4032839.19749224,"3866","060375303024","5303024","530302",0.0901000000,BG 4,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,2512319.7754000002,7121.7974237000,,,"-2147483648","60375303024",576.9880000000,"Block Group 4, Census Tract 5303.02, Los Angeles County, California","1176","312","864",,"3866","5303024","530302",0.0901000000,BG 4,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,2512319.7754000002,7121.7974237000,,,"-2147483648","60375303024","Block Group 4, Census Tract 5303.02, Los Angeles County, California","1176","312","864",,Pomona Fwy,0.4906357549,42.0000000000,1176.0000000000
-13150365.5290898,4030676.81376649,"3871","060375319021","5319021","531902",0.0830000000,BG 1,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,2315111.6348000001,8273.0770288000,,,"-2147483648","60375319021",747.4570000000,"Block Group 1, Census Tract 5319.02, Los Angeles County, California","836","228","608",,"3871","5319021","531902",0.0830000000,BG 1,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,2315111.6348000001,8273.0770288000,,,"-2147483648","60375319021","Block Group 1, Census Tract 5319.02, Los Angeles County, California","836","228","608",,W Whittier Blvd,0.8940877174,23.0000000000,866.0440000000
-13150659.1358768,4031076.36916559,"3873","060375318003","5318003","531800",0.0792000000,BG 3,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,2209187.5361000001,7001.3733893000,,,"-2147483648","60375318003",1086.0330000000,"Block Group 3, Census Tract 5318, Los Angeles County, California","929","328","601",,"3873","5318003","531800",0.0792000000,BG 3,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,2209187.5361000001,7001.3733893000,,,"-2147483648","60375318003","Block Group 3, Census Tract 5318, Los Angeles County, California","929","328","601",,W Whittier Blvd,1.1690341018,17.0000000000,951.0800000000
-13153464.4640589,4031134.42650455,"3874","060375317024","5317024","531702",0.0707000000,BG 4,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,1969814.3857000000,6673.3779965000,,,"-2147483648","60375317024",761.7150000000,"Block Group 4, Census Tract 5317.02, Los Angeles County, California","1162","398","764",,"3874","5317024","531702",0.0707000000,BG 4,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,1969814.3857000000,6673.3779965000,,,"-2147483648","60375317024","Block Group 4, Census Tract 5317.02, Los Angeles County, California","1162","398","764",,I- 5,0.6555209819,26.0000000000,1162.0000000000
-13153818.9922064,4031854.3427613,"4047","060375316042","5316042","531604",0.0709000000,BG 2,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,1976468.5175999999,6395.4618819000,,,"-2147483648","60375316042",1387.5150000000,"Block Group 2, Census Tract 5316.04, Los Angeles County, California","1335","456","879",,"4047","5316042","531604",0.0709000000,BG 2,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,1976468.5175999999,6395.4618819000,,,"-2147483648","60375316042","Block Group 2, Census Tract 5316.04, Los Angeles County, California","1335","456","879",,Santa Ana Fwy,1.0393367627,22.0000000000,1335.0000000000
-13151695.3585277,4031529.67487899,"4049","060375318001","5318001","531800",0.0673000000,BG 1,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,1877260.0009999999,7387.1537208000,,,"-2147483648","60375318001",2369.8710000000,"Block Group 1, Census Tract 5318, Los Angeles County, California","1707","618","1089",,"4049","5318001","531800",0.0673000000,BG 1,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,1877260.0009999999,7387.1537208000,,,"-2147483648","60375318001","Block Group 1, Census Tract 5318, Los Angeles County, California","1707","618","1089",,Pomona Fwy,1.3883250767,24.0000000000,1707.0000000000
-13152669.0493529,4031562.97577703,"4050","060375317012","5317012","531701",0.1216000000,BG 2,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,3388722.9180000001,9824.4205693000,,,"-2147483648","60375317012",2974.1200000000,"Block Group 2, Census Tract 5317.01, Los Angeles County, California","2281","807","1474",,"4050","5317012","531701",0.1216000000,BG 2,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,3388722.9180000001,9824.4205693000,,,"-2147483648","60375317012","Block Group 2, Census Tract 5317.01, Los Angeles County, California","2281","807","1474",,I- 5,1.3038667907,34.0000000000,2281.0000000000
-13153734.2430918,4032153.77322294,"4051","060375316041","5316041","531604",0.0707000000,BG 1,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,1971288.0068000001,6358.8020611000,,,"-2147483648","60375316041",1734.5670000000,"Block Group 1, Census Tract 5316.04, Los Angeles County, California","1847","594","1253",,"4051","5316041","531604",0.0707000000,BG 1,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,1971288.0068000001,6358.8020611000,,,"-2147483648","60375316041","Block Group 1, Census Tract 5316.04, Los Angeles County, California","1847","594","1253",,Long Beach Fwy,0.9391269371,10.0000000000,1839.1940000000
-13152594.4376233,4031864.10777966,"4052","060375317011","5317011","531701",0.1244000000,BG 1,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,3469165.3125000000,9838.6801794000,,,"-2147483648","60375317011",3615.9450000000,"Block Group 1, Census Tract 5317.01, Los Angeles County, California","2826","973","1853",,"4052","5317011","531701",0.1244000000,BG 1,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,3469165.3125000000,9838.6801794000,,,"-2147483648","60375317011","Block Group 1, Census Tract 5317.01, Los Angeles County, California","2826","973","1853",,Pomona Fwy,1.2795276238,32.0000000000,2826.0000000000
-13153700.3155604,4032614.93094997,"4053","060375316032","5316032","531603",0.0972000000,BG 2,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,2709314.0644999999,6910.6346641000,,,"-2147483648","60375316032",2083.6900000000,"Block Group 2, Census Tract 5316.03, Los Angeles County, California","2357","825","1532",,"4053","5316032","531603",0.0972000000,BG 2,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,2709314.0644999999,6910.6346641000,,,"-2147483648","60375316032","Block Group 2, Census Tract 5316.03, Los Angeles County, California","2357","825","1532",,State Rte 60,0.8840432602,18.0000000000,2413.4320000000
-13153654.0542616,4033067.60262599,"4054","060375316031","5316031","531603",0.0704000000,BG 1,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,1962818.1991999999,7044.0745243000,,,"-2147483648","60375316031",492.9430000000,"Block Group 1, Census Tract 5316.03, Los Angeles County, California","845","280","565",,"4054","5316031","531603",0.0704000000,BG 1,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,1962818.1991999999,7044.0745243000,,,"-2147483648","60375316031","Block Group 1, Census Tract 5316.03, Los Angeles County, California","845","280","565",,State Rte 60,0.5833642550,12.0000000000,851.4780000000
-13151290.5908815,4031360.08299703,"4055","060375318002","5318002","531800",0.0920000000,BG 2,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,2564366.5342000001,6306.4153477000,,,"-2147483648","60375318002",2912.0490000000,"Block Group 2, Census Tract 5318, Los Angeles County, California","1893","655","1238",,"4055","5318002","531800",0.0920000000,BG 2,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,2564366.5342000001,6306.4153477000,,,"-2147483648","60375318002","Block Group 2, Census Tract 5318, Los Angeles County, California","1893","655","1238",,State Rte 60,1.5383247937,16.0000000000,1927.6960000000
